DATE,DailyAverageDryBulbTemperature,DailyAverageRelativeHumidity,DailyAverageWetBulbTemperature,DailyAverageWindSpeed,DailyDepartureFromNormalAverageTemperature,DailyMaximumDryBulbTemperature,DailyMinimumDryBulbTemperature,DailyPeakWindSpeed,DailyPrecipitation,DailySnowDepth,DailySnowfall,DailySnowfallWE,IceInches,DailySustainedWindSpeed,DailyWeather,Sunrise,Sunset,DW_FZRA,DW_SN,DW_PL,DW_BR,DW_BLSN,DW_FZDZ,DW_RA,DW_DZ,DW_FG,DW_MIFG,DW_TS,DW_GR,DW_FZFG,DW_HZ
2017-09-28T23:59:00,70,59,60,5.3,8.8,86,54,16,0,,,,,13,,605,1757,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-29T23:59:00,57,85,56,4.8,-3.9,64,50,18,0.2,,,,,14,RA BR,606,1755,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2017-09-30T23:59:00,56,78,53,4.2,-4.5,65,47,25,0.03,,,,,18,RA,607,1753,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2017-10-01T23:59:00,57,77,52,4.5,-3.2,65,49,21,0.01,,0,,,16,RA,608,1751,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2017-10-02T23:59:00,57,75,51,4.3,-2.8,65,49,23,0.02,,0,,,15,RA,610,1749,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2017-10-03T23:59:00,58,59,49,5.4,-1.5,71,44,29,0,,0,,,22,,611,1747,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-04T23:59:00,57,67,49,4.4,-2.1,71,42,14,0,,0,,,13,MIFG FG,612,1745,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2017-10-05T23:59:00,59,66,50,3.8,0.2,74,43,13,0,,0,,,10,MIFG FG,614,1743,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2017-10-06T23:59:00,58,59,50,4.5,-0.4,73,43,19,0,,0,,,15,,615,1741,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-07T23:59:00,59,69,52,7.6,0.9,65,52,25,0.01,,0,,,20,RA,616,1740,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2017-10-08T23:59:00,55,75,50,2.3,-2.7,64,45,11,0.02,,0,,,8,RA BR,617,1738,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2017-10-09T23:59:00,53,74,48,4.1,-4.4,67,39,13,0,,0,,,10,BR,619,1736,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2017-10-10T23:59:00,50,86,48,3.2,-7,57,43,15,0.01,,0,,,13,RA BR,620,1734,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2017-10-11T23:59:00,51,88,47,4.7,-5.7,57,45,15,0.16,,0,,,13,RA BR,621,1732,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2017-10-12T23:59:00,51,89,48,8.4,-5.3,56,46,25,0.5,,0,,,20,TS RA DZ BR,623,1730,0,0,0,1,0,0,1,1,0,0,1,0,0,0
2017-10-13T23:59:00,50,80,46,4.6,-6,59,40,23,T,,0,,,17,TS,624,1729,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2017-10-14T23:59:00,48,82,44,2.8,-7.7,59,36,12,0,,0,,,9,BR,625,1727,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2017-10-15T23:59:00,53,75,47,1.7,-2.4,67,38,8,0,,0,,,7,FG,627,1725,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2017-10-16T23:59:00,53,80,48,1.8,-2,67,39,7,0,,0,,,6,FG MIFG BR,628,1723,0,0,0,1,0,0,0,0,1,1,0,0,0,0
2017-10-17T23:59:00,50,93,49,3.3,-4.7,58,42,15,0.04,,0,,,13,RA DZ FG BR,629,1721,0,0,0,1,0,0,1,1,1,0,0,0,0,0
2017-10-18T23:59:00,57,83,54,9.5,2.6,64,49,33,0.09,,0,,,24,RA BR,631,1720,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2017-10-19T23:59:00,55,92,52,10.8,0.9,59,50,27,0.99,,0,,,21,RA BR,632,1718,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2017-10-20T23:59:00,51,85,48,11.1,-2.8,54,48,28,0.11,,0,,,23,RA,633,1716,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2017-10-21T23:59:00,54,95,52,15.5,0.5,61,47,37,2.13,,0,,,26,RA BR,635,1715,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2017-10-22T23:59:00,54,89,55,7.5,0.8,61,47,33,0.47,,0,,,25,RA FG BR,636,1713,0,0,0,1,0,0,1,0,1,0,0,0,0,0
2017-10-23T23:59:00,56,89,52,2.7,3.1,64,48,13,0,,0,,,10,FG BR,637,1711,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2017-10-24T23:59:00,57,79,51,3.4,4.4,70,44,10,0,,0,,,9,FG MIFG BR,639,1710,0,0,0,1,0,0,0,0,1,1,0,0,0,0
2017-10-25T23:59:00,53,89,51,4.4,0.6,62,43,15,T,,0,,,12,DZ FG BR,640,1708,0,0,0,1,0,0,0,1,1,0,0,0,0,0
2017-10-26T23:59:00,61,71,52,9.2,8.9,71,51,30,0.01,,0,,,25,DZ BR,642,1707,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2017-10-27T23:59:00,60,63,51,8.6,8.2,73,46,30,0,,0,,,25,,643,1705,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-28T23:59:00,57,72,50,3.1,5.4,71,42,9,0,,0,,,8,MIFG BR FG,644,1703,0,0,0,1,0,0,0,0,1,1,0,0,0,0
2017-10-29T23:59:00,54,90,50,4.2,2.7,59,49,12,T,,0,,,9,DZ BR,646,1702,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2017-10-30T23:59:00,52,34,44,17.3,0.9,63,41,38,0,,0,,,29,,647,1700,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-31T23:59:00,49,68,43,3,-1.8,62,35,9,0,,0,,,8,,649,1659,0,0,0,0,0,0,0,0,0,0,0,0,0,0
